,params,mean_test_PRECISION,rank_test_PRECISION,mean_test_F1,rank_test_F1,mean_test_RECALL,rank_test_RECALL
125,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 500, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
126,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8033126293995859,82,0.816750779314591,64,0.8333333333333334,325
127,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
128,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
129,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8033126293995859,82,0.816750779314591,64,0.8333333333333334,325
130,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
131,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
132,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 500, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8033126293995859,82,0.816750779314591,64,0.8333333333333334,325
133,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 500, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
134,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 500, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 1, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
135,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
136,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 6, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
137,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 6, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
138,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 100, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
139,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 100, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
140,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 100, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
141,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 500, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
142,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 500, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
143,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 500, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
144,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
145,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 6, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
146,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 6, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
147,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 100, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
148,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 100, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
149,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 100, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
150,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 500, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
151,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 500, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
152,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 500, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
153,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
154,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
155,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
156,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
157,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
158,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
159,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 500, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
160,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 500, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
161,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 500, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 100, 'eta': 0.3, 'colsample_bytree': 1, 'colsample_bynode': 0.5, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
162,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
163,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 6, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
164,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 6, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
165,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 100, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
166,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 100, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
167,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 100, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
168,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 500, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
169,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 500, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
170,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 500, 'max_delta_step': 0, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
171,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
172,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 6, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
173,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 6, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
174,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 100, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
175,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 100, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
176,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 100, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
177,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 500, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
178,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 500, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
179,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 500, 'max_delta_step': 5, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
180,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
181,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
182,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 6, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
183,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 1, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.8283752860411898,46,0.8292585967004572,37,0.8333333333333334,325
184,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 10, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.5128205128205128,145,0.6779661016949152,145,1.0,1
185,"{'verbosity': 0, 'tree_method': 'auto', 'subsample': 0.9, 'sampling_method': 'uniform', 'predictor': 'cpu_predictor', 'n_thread': -1, 'min_child_weight': 100, 'max_depth': 100, 'max_delta_step': 10, 'grow_policy': 'depthwise', 'gamma': 0, 'eta': 0.3, 'colsample_bytree': 0.5, 'colsample_bynode': 1, 'colsample_bylevel': 0.5, 'booster': 'gbtree'}",0.0,433,0.0,433,0.0,433
